DC Bus;Pack;Pack;pack-charge;Battery;Status
Ahr;V;Ahr;%;degC;Condition
3693.330;347.990;3693.330;36.930;36.100;Ok
3686.670;347.880;3686.670;36.870;36.100;Ok
3680.000;347.880;3680.000;36.800;36.100;Ok
3670.000;343.690;3670.000;36.700;36.100;Ok
3656.670;345.180;3656.670;36.570;36.100;Ok
3656.670;347.880;3656.670;36.570;36.100;Ok
3713.330;343.690;3713.330;37.130;36.100;Ok
3620.000;350.070;3620.000;36.200;36.100;Ok
3536.670;352.080;3536.670;35.370;36.100;Ok
3480.000;347.880;3480.000;34.800;36.100;Ok
3423.330;347.880;3423.330;34.230;36.100;Ok
3350.000;347.840;3350.000;33.500;36.100;Ok
3273.330;343.690;3273.330;32.730;36.100;Ok
3213.330;347.500;3213.330;32.130;36.100;Ok
3180.000;347.880;3180.000;31.800;36.100;Ok
3186.670;347.880;3186.670;31.870;36.100;Ok
3240.000;347.880;3240.000;32.400;36.100;Ok
3336.670;352.080;3336.670;33.370;36.100;Ok
3523.330;348.640;3523.330;35.230;36.100;Ok
3596.670;347.840;3596.670;35.970;36.100;Ok
3713.330;347.880;3713.330;37.130;36.100;Ok
3740.000;344.040;3740.000;37.400;36.100;Ok
3610.000;347.400;3610.000;36.100;36.100;Ok
3470.000;347.880;3470.000;34.700;36.210;Ok
3390.000;347.880;3390.000;33.900;36.210;Ok
3273.330;348.790;3273.330;32.730;36.210;Ok
3106.670;352.080;3106.670;31.070;36.210;Ok
3006.670;347.880;3006.670;30.070;36.210;Ok
2933.330;347.880;2933.330;29.330;36.210;Ok
2866.670;347.880;2866.670;28.670;36.210;Ok
2813.330;343.690;2813.330;28.130;36.210;Ok
2773.330;346.570;2773.330;27.730;36.210;Ok
2743.330;347.880;2743.330;27.430;36.210;Ok
2713.330;347.880;2713.330;27.130;36.210;Ok
2703.330;351.300;2703.330;27.030;36.210;Ok
2680.000;351.890;2680.000;26.800;36.210;Ok
2680.000;349.860;2680.000;26.800;36.210;Ok
2680.000;347.880;2680.000;26.800;36.210;Ok
2670.000;347.400;2670.000;26.700;36.210;Ok
2660.000;343.690;2660.000;26.600;36.210;Ok
2650.000;343.710;2650.000;26.500;36.210;Ok
2636.670;347.880;2636.670;26.370;36.210;Ok
2626.670;347.880;2626.670;26.270;36.210;Ok
2616.670;348.050;2616.670;26.170;36.210;Ok
2603.330;352.080;2603.330;26.030;36.210;Ok
2600.000;347.990;2600.000;26.000;36.210;Ok
2603.330;347.880;2603.330;26.030;36.210;Ok
2630.000;347.880;2630.000;26.300;36.210;Ok
2636.670;356.270;2636.670;26.370;36.210;Ok
2703.330;345.180;2703.330;27.030;36.210;Ok
2746.670;352.080;2746.670;27.470;36.210;Ok
2810.000;347.880;2810.000;28.100;36.210;Ok
2856.670;349.860;2856.670;28.570;36.210;Ok
2900.000;347.880;2900.000;29.000;36.210;Ok
2926.670;347.880;2926.670;29.270;36.210;Ok
2930.000;352.080;2930.000;29.300;36.210;Ok
2906.670;352.100;2906.670;29.070;36.210;Ok
2856.670;356.270;2856.670;28.570;36.210;Ok
2820.000;347.500;2820.000;28.200;36.210;Ok
2763.330;348.050;2763.330;27.630;36.210;Ok
2690.000;347.880;2690.000;26.900;36.210;Ok
2616.670;351.950;2616.670;26.170;36.210;Ok
2546.670;351.150;2546.670;25.470;36.210;Ok
2486.670;347.880;2486.670;24.870;36.210;Ok
2423.330;347.880;2423.330;24.230;36.210;Ok
2373.330;347.880;2373.330;23.730;36.210;Ok
2333.330;344.040;2333.330;23.330;36.210;Ok
2296.670;344.150;2296.670;22.970;36.210;Ok
2270.000;347.880;2270.000;22.700;36.210;Ok
2236.670;347.880;2236.670;22.370;36.210;Ok
2196.670;348.790;2196.670;21.970;36.210;Ok
2150.000;352.080;2150.000;21.500;36.210;Ok
2123.330;347.880;2123.330;21.230;36.210;Ok
2100.000;347.880;2100.000;21.000;36.210;Ok
2083.330;347.880;2083.330;20.830;36.210;Ok
2080.000;343.690;2080.000;20.800;36.100;Ok
2080.000;353.380;2080.000;20.800;36.100;Ok
2113.330;352.080;2113.330;21.130;36.100;Ok
2150.000;347.880;2150.000;21.500;36.100;Ok
2196.670;348.640;2196.670;21.970;36.100;Ok
2260.000;348.050;2260.000;22.600;36.100;Ok
2330.000;352.080;2330.000;23.300;36.100;Ok
2403.330;352.080;2403.330;24.030;36.100;Ok
2473.330;352.540;2473.330;24.730;36.100;Ok
2536.670;354.940;2536.670;25.370;36.100;Ok
2590.000;356.230;2590.000;25.900;36.100;Ok
2650.000;352.080;2650.000;26.500;36.100;Ok
2683.330;352.080;2683.330;26.830;36.100;Ok
2696.670;351.890;2696.670;26.970;36.000;Ok
2710.000;347.880;2710.000;27.100;36.000;Ok
2706.670;351.950;2706.670;27.070;36.000;Ok
2713.330;352.080;2713.330;27.130;36.000;Ok
2723.330;352.080;2723.330;27.230;36.000;Ok
2723.330;356.270;2723.330;27.230;36.000;Ok
2753.330;354.750;2753.330;27.530;36.000;Ok
2793.330;352.080;2793.330;27.930;36.000;Ok
2836.670;352.080;2836.670;28.370;36.000;Ok
2886.670;349.860;2886.670;28.870;36.000;Ok
2936.670;347.880;2936.670;29.370;36.000;Ok
2983.330;352.080;2983.330;29.830;36.000;Ok
3026.670;352.080;3026.670;30.270;36.000;Ok
3040.000;352.100;3040.000;30.400;36.000;Ok
3020.000;356.270;3020.000;30.200;36.000;Ok
2980.000;352.430;2980.000;29.800;36.000;Ok
2943.330;352.080;2943.330;29.430;36.000;Ok
2883.330;352.080;2883.330;28.830;36.000;Ok
2823.330;347.990;2823.330;28.230;36.000;Ok
2766.670;348.790;2766.670;27.670;36.000;Ok
2713.330;352.080;2713.330;27.130;36.000;Ok
2676.670;352.080;2676.670;26.770;36.000;Ok
2650.000;352.080;2650.000;26.500;36.000;Ok
2626.670;355.890;2626.670;26.270;36.000;Ok
2623.330;355.780;2623.330;26.230;36.000;Ok
2633.330;347.880;2633.330;26.330;36.000;Ok
2613.330;352.080;2613.330;26.130;35.890;Ok
2596.670;351.150;2596.670;25.970;35.890;Ok
2586.670;347.880;2586.670;25.870;35.890;Ok
2553.330;352.080;2553.330;25.530;35.890;Ok
2526.670;352.080;2526.670;25.270;35.890;Ok
2500.000;352.080;2500.000;25.000;35.890;Ok
2470.000;343.690;2470.000;24.700;35.890;Ok
2436.670;353.380;2436.670;24.370;35.890;Ok
2413.330;352.080;2413.330;24.130;35.890;Ok
2390.000;352.080;2390.000;23.900;35.890;Ok
2370.000;348.640;2370.000;23.700;35.890;Ok
2343.330;348.050;2343.330;23.430;35.890;Ok
2306.670;347.860;2306.670;23.070;35.890;Ok
2270.000;347.880;2270.000;22.700;35.890;Ok
2216.670;352.540;2216.670;22.170;35.890;Ok
2180.000;343.690;2180.000;21.800;35.890;Ok
2130.000;347.880;2130.000;21.300;35.890;Ok
2093.330;347.880;2093.330;20.930;35.890;Ok
2056.670;347.880;2056.670;20.570;35.890;Ok
2030.000;352.050;2030.000;20.300;35.890;Ok
2030.000;349.860;2030.000;20.300;35.890;Ok
2030.000;347.880;2030.000;20.300;35.890;Ok
2033.330;347.880;2033.330;20.330;35.890;Ok
2030.000;354.960;2030.000;20.300;35.890;Ok
2046.670;356.230;2046.670;20.470;35.890;Ok
2073.330;347.880;2073.330;20.730;35.890;Ok
2076.670;351.300;2076.670;20.770;35.890;Ok
2066.670;351.890;2066.670;20.670;35.890;Ok
2060.000;347.880;2060.000;20.600;35.890;Ok
2040.000;351.950;2040.000;20.400;35.890;Ok
2013.330;352.080;2013.330;20.130;35.890;Ok
1996.670;352.080;1996.670;19.970;35.890;Ok
1980.000;356.270;1980.000;19.800;35.890;Ok
1953.330;354.750;1953.330;19.530;35.890;Ok
1960.000;352.080;1960.000;19.600;35.890;Ok
1950.000;352.080;1950.000;19.500;35.890;Ok
1950.000;349.860;1950.000;19.500;35.890;Ok
1960.000;347.880;1960.000;19.600;35.890;Ok
1966.670;352.080;1966.670;19.670;35.890;Ok
1980.000;352.080;1980.000;19.800;35.780;Ok
1996.670;352.100;1996.670;19.970;35.780;Ok
2023.330;356.270;2023.330;20.230;35.780;Ok
2050.000;352.430;2050.000;20.500;35.780;Ok
2096.670;352.080;2096.670;20.970;35.780;Ok
2140.000;352.080;2140.000;21.400;35.780;Ok
2196.670;347.990;2196.670;21.970;35.780;Ok
2246.670;348.790;2246.670;22.470;35.780;Ok
2300.000;352.080;2300.000;23.000;35.780;Ok
2350.000;352.080;2350.000;23.500;35.780;Ok
2403.330;353.570;2403.330;24.030;35.780;Ok
2446.670;356.270;2446.670;24.470;35.780;Ok
2500.000;352.080;2500.000;25.000;35.780;Ok
2536.670;352.080;2536.670;25.370;35.570;Ok
2566.670;352.080;2566.670;25.670;35.570;Ok
2596.670;347.880;2596.670;25.970;35.570;Ok
2626.670;351.300;2626.670;26.270;35.570;Ok
2650.000;352.080;2650.000;26.500;35.570;Ok
2663.330;356.270;2663.330;26.630;35.570;Ok
2693.330;355.890;2693.330;26.930;35.570;Ok
2723.330;355.780;2723.330;27.230;35.570;Ok
2760.000;352.080;2760.000;27.600;35.570;Ok
2790.000;352.080;2790.000;27.900;35.570;Ok
2813.330;351.150;2813.330;28.130;35.570;Ok
2833.330;347.880;2833.330;28.330;35.570;Ok
2843.330;352.080;2843.330;28.430;35.570;Ok
2853.330;352.080;2853.330;28.530;35.470;Ok
2863.330;352.080;2863.330;28.630;35.470;Ok
2863.330;356.270;2863.330;28.630;35.470;Ok
2850.000;353.380;2850.000;28.500;35.470;Ok
2853.330;352.080;2853.330;28.530;35.470;Ok
2840.000;352.080;2840.000;28.400;35.470;Ok
2816.670;352.080;2816.670;28.170;35.470;Ok
2790.000;347.880;2790.000;27.900;35.470;Ok
2753.330;350.070;2753.330;27.530;35.470;Ok
2710.000;352.080;2710.000;27.100;35.470;Ok
2666.670;352.080;2666.670;26.670;35.470;Ok
2610.000;354.960;2610.000;26.100;35.470;Ok
2560.000;356.250;2560.000;25.600;35.470;Ok
2526.670;352.080;2526.670;25.270;35.470;Ok
2506.670;352.080;2506.670;25.070;35.470;Ok
2490.000;351.890;2490.000;24.900;35.470;Ok
2486.670;347.880;2486.670;24.870;35.470;Ok
2483.330;351.950;2483.330;24.830;35.470;Ok
2483.330;352.080;2483.330;24.830;35.470;Ok
2486.670;352.080;2486.670;24.870;35.470;Ok
2480.000;356.270;2480.000;24.800;35.470;Ok
2480.000;354.770;2480.000;24.800;35.470;Ok
2496.670;352.080;2496.670;24.970;35.470;Ok
2500.000;352.080;2500.000;25.000;35.470;Ok
2510.000;349.860;2510.000;25.100;35.470;Ok
2520.000;347.880;2520.000;25.200;35.470;Ok
2526.670;352.080;2526.670;25.270;35.470;Ok
2520.000;352.080;2520.000;25.200;35.470;Ok
2506.670;352.100;2506.670;25.070;35.470;Ok
2476.670;356.270;2476.670;24.770;35.470;Ok
2433.330;352.430;2433.330;24.330;35.470;Ok
2406.670;352.080;2406.670;24.070;35.470;Ok
2356.670;352.080;2356.670;23.570;35.470;Ok
2316.670;352.050;2316.670;23.170;35.470;Ok
2290.000;347.880;2290.000;22.900;35.470;Ok
2273.330;351.320;2273.330;22.730;35.470;Ok
2260.000;352.080;2260.000;22.600;35.470;Ok
2266.670;352.080;2266.670;22.670;35.470;Ok
2270.000;355.890;2270.000;22.700;35.470;Ok
2290.000;355.780;2290.000;22.900;35.470;Ok
2333.330;352.080;2333.330;23.330;35.470;Ok
2363.330;352.080;2363.330;23.630;35.470;Ok
2403.330;351.150;2403.330;24.030;35.470;Ok
2443.330;347.880;2443.330;24.430;35.470;Ok
2483.330;352.080;2483.330;24.830;35.470;Ok
2556.670;352.080;2556.670;25.570;35.470;Ok
2583.330;352.080;2583.330;25.830;35.470;Ok
2640.000;356.270;2640.000;26.400;35.470;Ok
2723.330;353.380;2723.330;27.230;35.470;Ok
2796.670;352.080;2796.670;27.970;35.470;Ok
2886.670;352.080;2886.670;28.870;35.470;Ok
2990.000;348.640;2990.000;29.900;35.470;Ok
3106.670;348.050;3106.670;31.070;35.360;Ok
3266.670;352.080;3266.670;32.670;35.360;Ok
3773.330;352.080;3773.330;37.730;35.360;Ok
3776.670;352.540;3776.670;37.770;35.360;Ok
4026.670;356.270;4026.670;40.270;35.360;Ok
4876.670;352.080;4876.670;48.770;35.360;Ok
6063.330;343.690;6063.330;60.630;35.360;Ok
7963.330;343.690;7963.330;79.630;35.360;Ok
8693.330;339.490;8693.330;86.930;35.360;Ok
9193.330;333.300;9193.330;91.930;35.360;Ok
8996.670;343.690;8996.670;89.970;35.360;Ok
7333.330;335.300;7333.330;73.330;35.360;Ok
4310.000;336.600;4310.000;43.100;35.360;Ok
5720.000;347.840;5720.000;57.200;35.470;Ok
3740.000;343.690;3740.000;37.400;35.470;Ok
3550.000;347.880;3550.000;35.500;35.470;Ok
3316.670;343.500;3316.670;33.170;35.470;Ok
3140.000;339.490;3140.000;31.400;35.470;Ok
3060.000;343.560;3060.000;30.600;35.470;Ok
3053.330;343.690;3053.330;30.530;35.470;Ok
3536.670;343.690;3536.670;35.370;35.470;Ok
5070.000;356.270;5070.000;50.700;35.470;Ok
6830.000;345.180;6830.000;68.300;35.470;Ok
5403.330;343.670;5403.330;54.030;35.470;Ok
6093.330;347.860;6093.330;60.930;35.470;Ok
5176.670;347.880;5176.670;51.770;35.470;Ok
5526.670;343.670;5526.670;55.270;35.780;Ok
6890.000;352.080;6890.000;68.900;35.780;Ok
3620.000;342.930;3620.000;36.200;35.780;Ok
3286.670;343.690;3286.670;32.870;35.780;Ok
3316.670;339.490;3316.670;33.170;35.780;Ok
3963.330;347.860;3963.330;39.630;35.780;Ok
3460.000;343.690;3460.000;34.600;35.780;Ok
4300.000;336.600;4300.000;43.000;35.780;Ok
2610.000;335.320;2610.000;26.100;35.780;Ok
2403.330;343.690;2403.330;24.030;35.780;Ok
2146.670;340.250;2146.670;21.470;35.780;Ok
2006.670;339.660;2006.670;20.070;35.780;Ok
1893.330;339.490;1893.330;18.930;35.780;Ok
1806.670;343.560;1806.670;18.070;36.100;Ok
1740.000;343.690;1740.000;17.400;36.100;Ok
1700.000;343.690;1700.000;17.000;36.100;Ok
1673.330;343.710;1673.330;16.730;36.100;Ok
1660.000;347.860;1660.000;16.600;36.100;Ok
1673.330;344.040;1673.330;16.730;36.100;Ok
1690.000;343.690;1690.000;16.900;36.100;Ok
1706.670;343.690;1706.670;17.070;36.100;Ok
1746.670;347.880;1746.670;17.470;36.100;Ok
1810.000;352.080;1810.000;18.100;36.100;Ok
1873.330;342.910;1873.330;18.730;36.100;Ok
1930.000;347.880;1930.000;19.300;36.100;Ok
2023.330;347.880;2023.330;20.230;36.100;Ok
2156.670;344.040;2156.670;21.570;36.310;Ok
2283.330;343.690;2283.330;22.830;36.310;Ok
2423.330;353.380;2423.330;24.230;36.310;Ok
2360.000;352.080;2360.000;23.600;36.310;Ok
2383.330;352.080;2383.330;23.830;36.310;Ok
2406.670;348.640;2406.670;24.070;36.310;Ok
2420.000;348.050;2420.000;24.200;36.310;Ok
2396.670;352.080;2396.670;23.970;36.310;Ok
2326.670;352.080;2326.670;23.270;36.310;Ok
2216.670;352.540;2216.670;22.170;36.310;Ok
2096.670;356.270;2096.670;20.970;36.310;Ok
1990.000;352.080;1990.000;19.900;36.310;Ok
1923.330;348.790;1923.330;19.230;36.310;Ok
1863.330;347.880;1863.330;18.630;36.100;Ok
1830.000;352.080;1830.000;18.300;36.100;Ok
1816.670;349.860;1816.670;18.170;36.100;Ok
1930.000;347.880;1930.000;19.300;36.100;Ok
1933.330;347.880;1933.330;19.330;36.100;Ok
1953.330;344.990;1953.330;19.530;36.100;Ok
1990.000;343.690;1990.000;19.900;36.100;Ok
2043.330;345.180;2043.330;20.430;36.100;Ok
2206.670;352.080;2206.670;22.070;36.100;Ok
2180.000;356.270;2180.000;21.800;36.100;Ok
2160.000;349.860;2160.000;21.600;36.100;Ok
2233.330;347.880;2233.330;22.330;36.100;Ok
2186.670;360.460;2186.670;21.870;36.100;Ok
2206.670;352.080;2206.670;22.070;36.000;Ok
2240.000;352.100;2240.000;22.400;36.000;Ok
2426.670;356.270;2426.670;24.270;36.000;Ok
2413.330;0.000;2413.330;24.130;36.000;Error
2510.000;352.080;2510.000;25.100;36.000;Ok
2450.000;352.080;2450.000;24.500;36.000;Ok
2406.670;347.990;2406.670;24.070;36.000;Ok
2373.330;348.790;2373.330;23.730;36.000;Ok
2313.330;351.320;2313.330;23.130;36.000;Ok
2243.330;352.080;2243.330;22.430;36.000;Ok
2156.670;352.080;2156.670;21.570;36.000;Ok
2043.330;355.890;2043.330;20.430;36.000;Ok
1956.670;344.150;1956.670;19.570;36.000;Ok
1863.330;347.880;1863.330;18.630;35.890;Ok
1776.670;347.880;1776.670;17.770;35.890;Ok
1710.000;348.790;1710.000;17.100;35.890;Ok
1663.330;352.080;1663.330;16.630;35.890;Ok
1670.000;347.880;1670.000;16.700;35.890;Ok
1650.000;347.880;1650.000;16.500;35.890;Ok
1630.000;352.080;1630.000;16.300;35.890;Ok
1633.330;343.690;1633.330;16.330;35.890;Ok
1620.000;346.550;1620.000;16.200;35.890;Ok
1610.000;352.080;1610.000;16.100;35.890;Ok
1616.670;352.080;1616.670;16.170;35.890;Ok
1626.670;0.000;1626.670;16.270;35.890;Error
1640.000;351.890;1640.000;16.400;35.890;Ok
1676.670;352.080;1676.670;16.770;35.890;Ok
1720.000;352.080;1720.000;17.200;35.890;Ok
1786.670;352.080;1786.670;17.870;35.890;Ok
1856.670;354.960;1856.670;18.570;35.890;Ok
1933.330;356.230;1933.330;19.330;35.890;Ok
2016.670;352.080;2016.670;20.170;35.890;Ok
2280.000;352.080;2280.000;22.800;35.890;Ok
2493.330;360.270;2493.330;24.930;35.890;Ok
2546.670;360.460;2546.670;25.470;35.890;Ok
2163.330;351.950;2163.330;21.630;35.890;Ok
2096.670;352.080;2096.670;20.970;35.890;Ok
2113.330;352.080;2113.330;21.130;35.890;Ok
2150.000;356.270;2150.000;21.500;35.890;Ok
2133.330;354.770;2133.330;21.330;35.780;Ok
2156.670;352.080;2156.670;21.570;35.780;Ok
2170.000;352.080;2170.000;21.700;35.780;Ok
2163.330;349.880;2163.330;21.630;35.780;Ok
2136.670;347.880;2136.670;21.370;35.780;Ok
2106.670;352.080;2106.670;21.070;35.780;Ok
2056.670;352.080;2056.670;20.570;35.780;Ok
2006.670;352.100;2006.670;20.070;35.780;Ok
1950.000;356.270;1950.000;19.500;35.780;Ok
1893.330;352.430;1893.330;18.930;35.780;Ok
1866.670;352.080;1866.670;18.670;35.780;Ok
1836.670;352.080;1836.670;18.370;35.780;Ok
1813.330;347.990;1813.330;18.130;35.780;Ok
1800.000;347.880;1800.000;18.000;35.680;Ok
1790.000;351.320;1790.000;17.900;35.680;Ok
1790.000;352.080;1790.000;17.900;35.680;Ok
1793.330;352.080;1793.330;17.930;35.680;Ok
1793.330;355.890;1793.330;17.930;35.680;Ok
1786.670;355.780;1786.670;17.870;35.680;Ok
1793.330;352.080;1793.330;17.930;35.680;Ok
1766.670;352.080;1766.670;17.670;35.680;Ok
1756.670;351.150;1756.670;17.570;35.680;Ok
1753.330;347.880;1753.330;17.530;35.680;Ok
1756.670;352.080;1756.670;17.570;35.680;Ok
1766.670;352.080;1766.670;17.670;35.680;Ok
1783.330;352.080;1783.330;17.830;35.680;Ok
1823.330;352.080;1823.330;18.230;35.680;Ok
1853.330;354.960;1853.330;18.530;35.680;Ok
1886.670;356.230;1886.670;18.870;35.680;Ok
1960.000;352.080;1960.000;19.600;35.680;Ok
1970.000;352.080;1970.000;19.700;35.680;Ok
2056.670;351.890;2056.670;20.570;35.680;Ok
2390.000;347.880;2390.000;23.900;35.680;Ok
2306.670;356.370;2306.670;23.070;35.680;Ok
3006.670;356.270;3006.670;30.070;35.680;Ok
3700.000;352.080;3700.000;37.000;35.680;Ok
3463.330;356.270;3463.330;34.630;35.680;Ok
3283.330;355.780;3283.330;32.830;35.680;Ok
2446.670;352.080;2446.670;24.470;35.680;Ok
2846.670;356.270;2846.670;28.470;35.680;Ok
2503.330;352.080;2503.330;25.030;35.570;Ok
2213.330;352.080;2213.330;22.130;35.570;Ok
2103.330;347.880;2103.330;21.030;35.570;Ok
2093.330;350.070;2093.330;20.930;35.570;Ok
2013.330;347.880;2013.330;20.130;35.570;Ok
1833.330;352.080;1833.330;18.330;35.570;Ok
1736.670;352.080;1736.670;17.370;35.570;Ok
1650.000;343.690;1650.000;16.500;35.570;Ok
1570.000;345.180;1570.000;15.700;35.570;Ok
1486.670;347.880;1486.670;14.870;35.570;Ok
1410.000;347.880;1410.000;14.100;35.570;Ok
1333.330;350.070;1333.330;13.330;35.570;Ok
1266.670;352.080;1266.670;12.670;35.570;Ok
1220.000;347.880;1220.000;12.200;35.470;Ok
1180.000;347.880;1180.000;11.800;35.470;Ok
1150.000;347.840;1150.000;11.500;35.470;Ok
1130.000;343.690;1130.000;11.300;35.470;Ok
1103.330;347.480;1103.330;11.030;35.470;Ok
1066.670;347.880;1066.670;10.670;35.470;Ok
1030.000;347.880;1030.000;10.300;35.470;Ok
1000.000;351.950;1000.000;10.000;35.470;Ok
970.000;352.080;970.000;9.700;35.470;Ok
963.330;348.660;963.330;9.630;35.470;Ok
946.670;352.080;946.670;9.470;35.470;Ok
956.670;347.880;956.670;9.570;35.470;Ok
960.000;347.880;960.000;9.600;35.470;Ok
963.330;356.270;963.330;9.630;35.470;Ok
970.000;353.380;970.000;9.700;35.470;Ok
1013.330;352.080;1013.330;10.130;35.470;Ok
1043.330;352.080;1043.330;10.430;35.470;Ok
1070.000;348.640;1070.000;10.700;35.470;Ok
1103.330;348.050;1103.330;11.030;35.470;Ok
1130.000;347.880;1130.000;11.300;35.470;Ok
1160.000;352.080;1160.000;11.600;35.470;Ok
1190.000;352.080;1190.000;11.900;35.470;Ok
1216.670;354.960;1216.670;12.170;35.470;Ok
1233.330;356.230;1233.330;12.330;35.470;Ok
1250.000;352.080;1250.000;12.500;35.470;Ok
1243.330;352.080;1243.330;12.430;35.470;Ok
1223.330;351.890;1223.330;12.230;35.360;Ok
1206.670;347.880;1206.670;12.070;35.360;Ok
1173.330;351.950;1173.330;11.730;35.360;Ok
1150.000;352.080;1150.000;11.500;35.360;Ok
1130.000;352.080;1130.000;11.300;35.360;Ok
1116.670;343.690;1116.670;11.170;35.360;Ok
1076.670;354.750;1076.670;10.770;35.360;Ok
1060.000;352.080;1060.000;10.600;35.360;Ok
1043.330;352.080;1043.330;10.430;35.360;Ok
1033.330;349.930;1033.330;10.330;35.360;Ok
1040.000;347.860;1040.000;10.400;35.360;Ok
1046.670;352.080;1046.670;10.470;35.360;Ok
1053.330;352.080;1053.330;10.530;35.360;Ok
1073.330;352.080;1073.330;10.730;35.150;Ok
1086.670;353.570;1086.670;10.870;35.150;Ok
1100.000;356.250;1100.000;11.000;35.150;Ok
1126.670;352.080;1126.670;11.270;35.150;Ok
1136.670;352.080;1136.670;11.370;35.150;Ok
1146.670;352.080;1146.670;11.470;35.150;Ok
1150.000;347.880;1150.000;11.500;35.150;Ok
1140.000;351.300;1140.000;11.400;35.150;Ok
1126.670;352.080;1126.670;11.270;35.150;Ok
1096.670;352.080;1096.670;10.970;35.150;Ok
1066.670;352.080;1066.670;10.670;35.150;Ok
1033.330;352.540;1033.330;10.330;35.150;Ok
996.670;356.270;996.670;9.970;35.150;Ok
986.670;352.080;986.670;9.870;35.050;Ok
976.670;352.080;976.670;9.770;35.050;Ok
973.330;352.080;973.330;9.730;35.050;Ok
983.330;347.880;983.330;9.830;35.050;Ok
990.000;349.990;990.000;9.900;35.050;Ok
1003.330;352.080;1003.330;10.030;35.050;Ok
1030.000;352.080;1030.000;10.300;35.050;Ok
1063.330;354.960;1063.330;10.630;35.050;Ok
1080.000;356.230;1080.000;10.800;35.050;Ok
1070.000;352.080;1070.000;10.700;35.050;Ok
1066.670;352.080;1066.670;10.670;35.050;Ok
1066.670;351.890;1066.670;10.670;35.050;Ok
1066.670;352.080;1066.670;10.670;35.050;Ok
1083.330;347.990;1083.330;10.830;34.940;Ok
1110.000;348.790;1110.000;11.100;34.940;Ok
1113.330;352.080;1113.330;11.130;34.940;Ok
1126.670;352.080;1126.670;11.270;34.940;Ok
1130.000;353.570;1130.000;11.300;34.940;Ok
1130.000;356.270;1130.000;11.300;34.940;Ok
1110.000;352.080;1110.000;11.100;34.940;Ok
1066.670;352.080;1066.670;10.670;34.940;Ok
1043.330;352.080;1043.330;10.430;34.940;Ok
1043.330;347.880;1043.330;10.430;34.940;Ok
1070.000;351.320;1070.000;10.700;34.940;Ok
1090.000;352.080;1090.000;10.900;34.940;Ok
1046.670;352.080;1046.670;10.470;34.940;Ok
943.330;355.890;943.330;9.430;34.730;Ok
893.330;355.780;893.330;8.930;34.730;Ok
856.670;352.080;856.670;8.570;34.730;Ok
820.000;352.080;820.000;8.200;34.730;Ok
790.000;351.170;790.000;7.900;34.730;Ok
773.330;347.880;773.330;7.730;34.730;Ok
740.000;352.080;740.000;7.400;34.730;Ok
720.000;352.080;720.000;7.200;34.730;Ok
703.330;352.080;703.330;7.030;34.730;Ok
670.000;356.250;670.000;6.700;34.730;Ok
666.670;353.420;666.670;6.670;34.730;Ok
663.330;352.100;663.330;6.630;34.730;Ok
663.330;352.080;663.330;6.630;34.730;Ok
716.670;348.700;716.670;7.170;34.730;Ok
763.330;348.050;763.330;7.630;34.730;Ok
753.330;356.250;753.330;7.530;34.730;Ok
676.670;352.080;676.670;6.770;34.730;Ok
666.670;352.500;666.670;6.670;34.730;Ok
670.000;356.250;670.000;6.700;34.730;Ok
676.670;352.080;676.670;6.770;34.730;Ok
723.330;352.080;723.330;7.230;34.730;Ok
723.330;352.080;723.330;7.230;34.730;Ok
740.000;347.880;740.000;7.400;34.730;Ok
750.000;350.050;750.000;7.500;34.730;Ok
760.000;352.050;760.000;7.600;34.730;Ok
783.330;352.050;783.330;7.830;34.730;Ok
830.000;354.960;830.000;8.300;34.730;Ok
820.000;356.270;820.000;8.200;34.730;Ok
826.670;354.750;826.670;8.270;34.730;Ok
836.670;352.080;836.670;8.370;34.730;Ok
840.000;352.080;840.000;8.400;34.730;Ok
853.330;349.950;853.330;8.530;34.730;Ok
863.330;347.860;863.330;8.630;34.730;Ok
876.670;352.050;876.670;8.770;34.730;Ok
886.670;352.050;886.670;8.870;34.730;Ok
900.000;352.100;900.000;9.000;34.730;Ok
903.330;356.250;903.330;9.030;34.730;Ok
913.330;355.890;913.330;9.130;34.730;Ok
910.000;356.270;910.000;9.100;34.730;Ok
910.000;356.250;910.000;9.100;34.520;Ok
920.000;348.010;920.000;9.200;34.520;Ok
923.330;347.860;923.330;9.230;34.520;Ok
923.330;351.270;923.330;9.230;34.520;Ok
930.000;352.100;930.000;9.300;34.520;Ok
936.670;352.050;936.670;9.370;34.520;Ok
943.330;352.430;943.330;9.430;34.520;Ok
293.330;343.690;293.330;2.930;34.310;Ok
296.670;343.540;296.670;2.970;34.310;Ok
296.670;339.640;296.670;2.970;34.310;Ok
300.000;335.300;300.000;3.000;34.310;Ok
293.330;339.490;293.330;2.930;34.310;Ok
293.330;339.490;293.330;2.930;34.310;Ok
293.330;339.490;293.330;2.930;34.310;Ok
293.330;335.130;293.330;2.930;34.310;Ok
286.670;339.490;286.670;2.870;34.310;Ok
286.670;335.300;286.670;2.870;34.310;Ok
283.330;339.490;283.330;2.830;34.310;Ok
280.000;339.490;280.000;2.800;34.310;Ok
270.000;339.050;270.000;2.700;34.310;Ok
270.000;335.280;270.000;2.700;34.310;Ok
266.670;338.100;266.670;2.670;34.310;Ok
260.000;339.490;260.000;2.600;34.310;Ok
253.330;335.300;253.330;2.530;34.310;Ok
