DC Bus;Pack;Pack;pack-charge;Battery;Status
Ahr;V;Ahr;%;degC;Condition
2420.000;352.080;2420.000;24.200;31.570;Ok
2416.670;352.830;2416.670;24.170;31.570;Ok
2423.330;352.240;2423.330;24.230;31.570;Ok
2423.330;356.270;2423.330;24.230;31.570;Ok
2430.000;356.270;2430.000;24.300;31.570;Ok
2443.330;356.730;2443.330;24.430;31.570;Ok
2450.000;359.140;2450.000;24.500;31.570;Ok
2466.670;360.420;2466.670;24.670;31.570;Ok
2503.330;356.270;2503.330;25.030;31.570;Ok
2520.000;356.270;2520.000;25.200;31.570;Ok
2536.670;356.080;2536.670;25.370;31.570;Ok
2553.330;352.080;2553.330;25.530;31.570;Ok
2566.670;356.140;2566.670;25.670;31.680;Ok
2580.000;356.270;2580.000;25.800;31.680;Ok
2590.000;356.270;2590.000;25.900;31.680;Ok
2590.000;360.460;2590.000;25.900;31.680;Ok
2603.330;358.950;2603.330;26.030;31.680;Ok
2616.670;356.270;2616.670;26.170;31.680;Ok
2623.330;356.250;2623.330;26.230;31.680;Ok
2630.000;354.060;2630.000;26.300;31.680;Ok
2636.670;352.080;2636.670;26.370;31.680;Ok
2640.000;356.270;2640.000;26.400;31.680;Ok
2643.330;356.270;2643.330;26.430;31.680;Ok
2650.000;356.290;2650.000;26.500;31.680;Ok
2640.000;360.460;2640.000;26.400;31.680;Ok
2653.330;356.630;2653.330;26.530;31.780;Ok
2650.000;356.270;2650.000;26.500;31.780;Ok
2650.000;356.270;2650.000;26.500;31.780;Ok
2650.000;352.180;2650.000;26.500;31.780;Ok
2650.000;352.980;2650.000;26.500;31.780;Ok
2640.000;356.270;2640.000;26.400;31.780;Ok
2636.670;356.270;2636.670;26.370;31.780;Ok
2640.000;357.770;2640.000;26.400;31.780;Ok
2630.000;360.460;2630.000;26.300;31.780;Ok
2636.670;356.270;2636.670;26.370;31.780;Ok
2653.330;356.270;2653.330;26.530;31.780;Ok
2670.000;356.270;2670.000;26.700;31.780;Ok
2676.670;352.080;2676.670;26.770;31.780;Ok
2690.000;355.490;2690.000;26.900;31.780;Ok
2696.670;356.270;2696.670;26.970;31.780;Ok
2713.330;356.270;2713.330;27.130;31.780;Ok
2733.330;356.270;2733.330;27.330;31.780;Ok
2733.330;360.460;2733.330;27.330;31.780;Ok
2760.000;357.580;2760.000;27.600;31.780;Ok
2776.670;356.270;2776.670;27.770;31.780;Ok
2793.330;356.270;2793.330;27.930;31.780;Ok
2813.330;352.830;2813.330;28.130;31.780;Ok
2823.330;352.240;2823.330;28.230;31.780;Ok
2833.330;356.270;2833.330;28.330;31.780;Ok
2850.000;356.270;2850.000;28.500;31.780;Ok
2873.330;356.730;2873.330;28.730;31.780;Ok
2896.670;360.460;2896.670;28.970;31.780;Ok
2936.670;356.270;2936.670;29.370;31.780;Ok
2980.000;356.270;2980.000;29.800;31.780;Ok
3016.670;356.270;3016.670;30.170;31.780;Ok
3063.330;352.080;3063.330;30.630;31.780;Ok
3123.330;354.270;3123.330;31.230;31.780;Ok
3180.000;356.270;3180.000;31.800;31.780;Ok
3250.000;356.270;3250.000;32.500;31.780;Ok
3343.330;359.160;3343.330;33.430;31.780;Ok
3493.330;360.460;3493.330;34.930;31.780;Ok
3520.000;358.950;3520.000;35.200;31.780;Ok
3623.330;356.270;3623.330;36.230;31.780;Ok
3546.670;352.080;3546.670;35.470;31.780;Ok
3516.670;354.060;3516.670;35.170;31.680;Ok
3533.330;352.080;3533.330;35.330;31.680;Ok
3520.000;356.270;3520.000;35.200;31.680;Ok
3480.000;356.270;3480.000;34.800;31.680;Ok
3673.330;356.290;3673.330;36.730;31.680;Ok
3540.000;339.490;3540.000;35.400;31.680;Ok
3313.330;356.630;3313.330;33.130;31.680;Ok
3180.000;356.270;3180.000;31.800;31.680;Ok
3086.670;356.270;3086.670;30.870;31.680;Ok
3000.000;352.180;3000.000;30.000;31.680;Ok
2903.330;352.980;2903.330;29.030;31.680;Ok
2813.330;356.270;2813.330;28.130;31.680;Ok
2733.330;352.080;2733.330;27.330;31.680;Ok
2653.330;350.560;2653.330;26.530;31.780;Ok
2583.330;347.880;2583.330;25.830;31.780;Ok
2523.330;352.080;2523.330;25.230;31.780;Ok
2473.330;352.080;2473.330;24.730;31.780;Ok
2426.670;352.080;2426.670;24.270;31.780;Ok
2393.330;356.270;2393.330;23.930;31.780;Ok
2363.330;352.830;2363.330;23.630;31.780;Ok
2353.330;356.270;2353.330;23.530;31.780;Ok
2353.330;352.080;2353.330;23.530;31.780;Ok
2350.000;360.080;2350.000;23.500;31.780;Ok
2343.330;360.460;2343.330;23.430;31.780;Ok
2363.330;356.270;2363.330;23.630;31.780;Ok
2386.670;356.270;2386.670;23.870;31.780;Ok
2406.670;356.270;2406.670;24.070;31.780;Ok
2433.330;352.830;2433.330;24.330;31.780;Ok
2463.330;352.240;2463.330;24.630;31.780;Ok
2486.670;356.270;2486.670;24.870;31.780;Ok
2513.330;356.270;2513.330;25.130;31.780;Ok
2546.670;356.730;2546.670;25.470;31.780;Ok
2566.670;360.460;2566.670;25.670;31.780;Ok
2613.330;356.270;2613.330;26.130;31.780;Ok
2646.670;356.270;2646.670;26.470;31.780;Ok
2683.330;356.270;2683.330;26.830;31.780;Ok
2716.670;352.080;2716.670;27.170;31.780;Ok
2753.330;352.080;2753.330;27.530;31.780;Ok
2790.000;356.140;2790.000;27.900;31.780;Ok
2806.670;356.270;2806.670;28.070;31.890;Ok
2830.000;356.270;2830.000;28.300;31.890;Ok
2846.670;360.460;2846.670;28.470;31.890;Ok
2860.000;360.440;2860.000;28.600;31.890;Ok
2890.000;356.630;2890.000;28.900;31.890;Ok
2903.330;356.270;2903.330;29.030;31.890;Ok
2923.330;356.270;2923.330;29.230;31.890;Ok
2940.000;352.180;2940.000;29.400;31.890;Ok
2963.330;352.980;2963.330;29.630;31.890;Ok
2993.330;356.270;2993.330;29.930;31.890;Ok
3033.330;356.270;3033.330;30.330;31.890;Ok
3080.000;357.770;3080.000;30.800;31.890;Ok
3130.000;360.460;3130.000;31.300;31.890;Ok
3206.670;356.270;3206.670;32.070;31.890;Ok
3286.670;356.270;3286.670;32.870;31.890;Ok
3293.330;360.460;3293.330;32.930;31.890;Ok
3320.000;352.080;3320.000;33.200;31.890;Ok
3353.330;355.490;3353.330;33.530;31.890;Ok
3396.670;356.270;3396.670;33.970;31.890;Ok
3430.000;356.270;3430.000;34.300;31.890;Ok
3470.000;360.080;3470.000;34.700;31.890;Ok
3510.000;359.980;3510.000;35.100;31.890;Ok
3593.330;356.270;3593.330;35.930;31.890;Ok
3646.670;356.270;3646.670;36.470;31.890;Ok
3680.000;356.270;3680.000;36.800;31.890;Ok
3733.330;352.830;3733.330;37.330;31.890;Ok
3833.330;352.240;3833.330;38.330;31.890;Ok
3970.000;356.270;3970.000;39.700;31.890;Ok
4520.000;360.460;4520.000;45.200;31.890;Ok
4416.670;356.730;4416.670;44.170;31.890;Ok
5296.670;360.440;5296.670;52.970;31.890;Ok
5090.000;352.050;5090.000;50.900;31.890;Ok
5036.670;356.270;5036.670;50.370;31.890;Ok
4983.330;356.270;4983.330;49.830;31.890;Ok
6620.000;352.080;6620.000;66.200;31.890;Ok
6446.670;362.440;6446.670;64.470;31.890;Ok
5526.670;356.270;5526.670;55.270;31.890;Ok
5260.000;352.080;5260.000;52.600;31.890;Ok
5106.670;349.170;5106.670;51.070;31.890;Ok
5150.000;352.030;5150.000;51.500;32.000;Ok
4836.670;352.080;4836.670;48.370;32.000;Ok
5180.000;352.080;5180.000;51.800;32.000;Ok
4836.670;347.690;4836.670;48.370;32.000;Ok
4746.670;343.690;4746.670;47.470;32.000;Ok
4656.670;339.370;4656.670;46.570;32.000;Ok
4596.670;347.880;4596.670;45.970;32.000;Ok
4583.330;352.080;4583.330;45.830;32.000;Ok
4623.330;352.080;4623.330;46.230;32.000;Ok
4823.330;349.380;4823.330;48.230;32.000;Ok
4850.000;347.880;4850.000;48.500;32.000;Ok
4810.000;347.880;4810.000;48.100;32.000;Ok
5133.330;347.880;5133.330;51.330;32.000;Ok
6356.670;339.490;6356.670;63.570;32.210;Ok
5653.330;326.910;5653.330;56.530;32.210;Ok
5310.000;327.670;5310.000;53.100;32.210;Ok
4980.000;335.280;4980.000;49.800;32.210;Ok
4916.670;335.300;4916.670;49.170;32.210;Ok
5163.330;347.880;5163.330;51.630;32.210;Ok
4640.000;339.470;4640.000;46.400;32.210;Ok
4060.000;342.360;4060.000;40.600;32.210;Ok
3813.330;347.880;3813.330;38.130;32.210;Ok
3683.330;347.880;3683.330;36.830;32.210;Ok
3606.670;344.450;3606.670;36.070;32.210;Ok
3533.330;343.860;3533.330;35.330;32.210;Ok
3460.000;347.880;3460.000;34.600;32.210;Ok
3423.330;347.880;3423.330;34.230;32.630;Ok
3410.000;347.880;3410.000;34.100;32.630;Ok
3420.000;350.770;3420.000;34.200;32.630;Ok
3486.670;352.030;3486.670;34.870;32.630;Ok
3636.670;347.880;3636.670;36.370;32.630;Ok
3633.330;347.880;3633.330;36.330;32.630;Ok
3670.000;347.690;3670.000;36.700;32.630;Ok
3653.330;356.270;3653.330;36.530;32.630;Ok
3726.670;347.750;3726.670;37.270;32.630;Ok
3800.000;347.880;3800.000;38.000;32.630;Ok
3873.330;352.080;3873.330;38.730;32.630;Ok
3986.670;347.880;3986.670;39.870;32.630;Ok
4203.330;349.380;4203.330;42.030;32.630;Ok
4386.670;352.080;4386.670;43.870;33.050;Ok
4496.670;352.080;4496.670;44.970;33.050;Ok
4450.000;345.670;4450.000;44.500;33.050;Ok
4553.330;343.690;4553.330;45.530;33.050;Ok
4483.330;347.880;4483.330;44.830;33.050;Ok
4616.670;350.770;4616.670;46.170;33.050;Ok
4850.000;343.640;4850.000;48.500;33.050;Ok
4683.330;352.080;4683.330;46.830;33.050;Ok
5076.670;343.310;5076.670;50.770;33.050;Ok
4966.670;339.490;4966.670;49.670;33.050;Ok
4103.330;335.300;4103.330;41.030;33.050;Ok
3943.330;343.790;3943.330;39.430;33.050;Ok
3853.330;344.610;3853.330;38.530;33.050;Ok
3646.670;347.100;3646.670;36.470;33.260;Ok
3516.670;347.880;3516.670;35.170;33.260;Ok
3423.330;347.880;3423.330;34.230;33.260;Ok
3346.670;351.700;3346.670;33.470;33.260;Ok
3286.670;351.590;3286.670;32.870;33.260;Ok
3253.330;347.860;3253.330;32.530;33.260;Ok
3236.670;347.880;3236.670;32.370;33.260;Ok
3240.000;346.950;3240.000;32.400;33.260;Ok
3256.670;343.690;3256.670;32.570;33.260;Ok
3290.000;347.880;3290.000;32.900;33.260;Ok
3340.000;347.880;3340.000;33.400;33.260;Ok
3370.000;347.880;3370.000;33.700;33.260;Ok
3376.670;352.080;3376.670;33.770;33.260;Ok
3380.000;350.770;3380.000;33.800;33.470;Ok
3386.670;347.880;3386.670;33.870;33.470;Ok
3386.670;352.080;3386.670;33.870;33.470;Ok
3410.000;344.450;3410.000;34.100;33.470;Ok
3433.330;343.860;3433.330;34.330;33.470;Ok
3473.330;352.080;3473.330;34.730;33.470;Ok
3553.330;352.080;3553.330;35.530;33.470;Ok
3663.330;351.590;3663.330;36.630;33.470;Ok
3810.000;347.880;3810.000;38.100;33.470;Ok
3963.330;352.080;3963.330;39.630;33.470;Ok
4153.330;352.080;4153.330;41.530;33.470;Ok
4166.670;352.080;4166.670;41.670;33.470;Ok
4076.670;343.690;4076.670;40.770;33.470;Ok
3966.670;354.060;3966.670;39.670;33.680;Ok
3906.670;352.080;3906.670;39.070;33.680;Ok
3876.670;352.080;3876.670;38.770;33.680;Ok
3840.000;352.080;3840.000;38.400;33.680;Ok
3813.330;347.880;3813.330;38.130;33.680;Ok
3783.330;349.380;3783.330;37.830;33.680;Ok
3780.000;347.880;3780.000;37.800;33.680;Ok
3663.330;352.080;3663.330;36.630;33.680;Ok
3546.670;354.270;3546.670;35.470;33.680;Ok
3453.330;356.270;3453.330;34.530;33.680;Ok
3396.670;352.080;3396.670;33.970;33.680;Ok
3350.000;352.080;3350.000;33.500;33.680;Ok
3350.000;347.900;3350.000;33.500;33.680;Ok
3370.000;347.880;3370.000;33.700;33.680;Ok
3406.670;351.700;3406.670;34.070;33.680;Ok
3490.000;352.080;3490.000;34.900;33.680;Ok
3580.000;347.880;3580.000;35.800;33.680;Ok
3616.670;343.790;3616.670;36.170;33.680;Ok
3610.000;355.340;3610.000;36.100;33.680;Ok
3640.000;352.080;3640.000;36.400;33.680;Ok
3680.000;347.880;3680.000;36.800;33.680;Ok
3740.000;349.380;3740.000;37.400;33.680;Ok
3840.000;347.880;3840.000;38.400;33.680;Ok
4006.670;348.340;4006.670;40.070;33.680;Ok
4596.670;352.080;4596.670;45.970;33.680;Ok
4660.000;343.690;4660.000;46.600;33.680;Ok
4620.000;344.590;4620.000;46.200;33.780;Ok
4950.000;347.860;4950.000;49.500;33.780;Ok
4416.670;347.880;4416.670;44.170;33.780;Ok
4726.670;347.880;4726.670;47.270;33.780;Ok
5623.330;343.690;5623.330;56.230;33.780;Ok
6643.330;360.460;6643.330;66.430;33.780;Ok
7553.330;342.380;7553.330;75.530;33.780;Ok
6850.000;347.860;6850.000;68.500;33.780;Ok
8416.670;347.880;8416.670;84.170;33.780;Ok
6153.330;338.690;6153.330;61.530;33.780;Ok
4840.000;347.690;4840.000;48.400;33.780;Ok
5286.670;343.670;5286.670;52.870;33.780;Ok
4650.000;351.700;4650.000;46.500;33.780;Ok
5733.330;343.200;5733.330;57.330;33.890;Ok
9493.330;339.490;9493.330;94.930;33.890;Ok
8653.330;347.840;8653.330;86.530;33.890;Ok
9883.330;344.610;9883.330;98.830;33.890;Ok
9596.670;339.510;9596.670;95.970;33.890;Ok
9996.670;364.640;9996.670;99.970;33.890;Ok
9996.670;359.280;9996.670;99.970;33.890;Ok
9990.000;355.950;9990.000;99.900;33.890;Ok
999999999.000;352.430;10003.330;100.030;33.890;Error
9546.670;332.410;9546.670;95.470;33.890;Ok
8850.000;347.840;8850.000;88.500;33.890;Ok
6833.330;339.470;6833.330;68.330;33.890;Ok
5973.330;335.300;5973.330;59.730;33.890;Ok
5690.000;348.070;5690.000;56.900;33.890;Ok
4913.330;331.100;4913.330;49.130;34.210;Ok
8800.000;326.780;8800.000;88.000;34.210;Ok
9056.670;335.300;9056.670;90.570;34.210;Ok
7743.330;335.300;7743.330;77.430;34.210;Ok
4366.670;335.300;4366.670;43.670;34.210;Ok
4073.330;328.410;4073.330;40.730;34.210;Ok
4210.000;331.100;4210.000;42.100;34.210;Ok
5763.330;331.100;5763.330;57.630;34.210;Ok
5733.330;341.680;5733.330;57.330;34.210;Ok
7273.330;331.080;7273.330;72.730;34.210;Ok
5700.000;326.890;5700.000;57.000;34.210;Ok
5426.670;329.800;5426.670;54.270;34.210;Ok
7056.670;326.950;7056.670;70.570;34.210;Ok
5116.670;331.080;5116.670;51.170;35.050;Ok
5723.330;330.720;5723.330;57.230;35.050;Ok
5250.000;331.100;5250.000;52.500;35.050;Ok
5066.670;326.910;5066.670;50.670;35.050;Ok
5806.670;322.800;5806.670;58.070;35.050;Ok
5130.000;335.280;5130.000;51.300;35.050;Ok
4710.000;331.860;4710.000;47.100;35.050;Ok
4543.330;335.300;4543.330;45.430;35.050;Ok
4580.000;335.300;4580.000;45.800;35.050;Ok
4710.000;339.110;4710.000;47.100;35.050;Ok
5730.000;335.800;5730.000;57.300;35.050;Ok
4693.330;339.490;4693.330;46.930;35.050;Ok
4483.330;335.300;4483.330;44.830;35.050;Ok
4366.670;340.400;4366.670;43.670;35.890;Ok
4206.670;343.690;4206.670;42.070;35.890;Ok
4070.000;339.490;4070.000;40.700;35.890;Ok
4026.670;339.490;4026.670;40.270;35.890;Ok
4046.670;339.490;4046.670;40.470;35.890;Ok
4140.000;335.300;4140.000;41.400;35.890;Ok
4303.330;336.600;4303.330;43.030;35.890;Ok
4713.330;347.880;4713.330;47.130;35.890;Ok
5220.000;352.080;5220.000;52.200;35.890;Ok
5383.330;359.700;5383.330;53.830;35.890;Ok
4683.330;339.490;4683.330;46.830;35.890;Ok
4230.000;343.690;4230.000;42.300;35.890;Ok
3953.330;343.690;3953.330;39.530;35.890;Ok
3923.330;343.690;3923.330;39.230;36.210;Ok
3776.670;346.550;3776.670;37.770;36.210;Ok
3583.330;347.840;3583.330;35.830;36.210;Ok
3466.670;343.690;3466.670;34.670;36.210;Ok
3380.000;343.690;3380.000;33.800;36.210;Ok
3300.000;343.500;3300.000;33.000;36.210;Ok
3233.330;339.490;3233.330;32.330;36.210;Ok
3170.000;343.560;3170.000;31.700;36.210;Ok
3116.670;347.400;3116.670;31.170;36.210;Ok
3080.000;343.690;3080.000;30.800;36.210;Ok
3033.330;343.690;3033.330;30.330;36.210;Ok
2993.330;345.180;2993.330;29.930;36.210;Ok
2953.330;347.860;2953.330;29.530;36.210;Ok
2923.330;347.880;2923.330;29.230;36.100;Ok
2886.670;350.070;2886.670;28.870;36.100;Ok
2853.330;352.080;2853.330;28.530;36.100;Ok
2840.000;347.880;2840.000;28.400;36.100;Ok
2833.330;347.880;2833.330;28.330;36.100;Ok
2833.330;347.840;2833.330;28.330;36.100;Ok
2836.670;343.690;2836.670;28.370;36.100;Ok
2846.670;347.500;2846.670;28.470;36.100;Ok
2873.330;347.880;2873.330;28.730;36.100;Ok
2903.330;347.880;2903.330;29.030;36.100;Ok
2953.330;351.950;2953.330;29.530;36.100;Ok
3016.670;351.150;3016.670;30.170;36.100;Ok
3113.330;347.880;3113.330;31.130;36.100;Ok
3223.330;347.880;3223.330;32.230;35.890;Ok
3363.330;346.380;3363.330;33.630;35.890;Ok
3556.670;355.890;3556.670;35.570;35.890;Ok
3906.670;355.780;3906.670;39.070;35.890;Ok
4500.000;347.880;4500.000;45.000;35.890;Ok
5096.670;347.880;5096.670;50.970;35.890;Ok
5076.670;348.790;5076.670;50.770;35.890;Ok
5343.330;347.880;5343.330;53.430;35.890;Ok
6230.000;360.460;6230.000;62.300;35.890;Ok
6803.330;345.180;6803.330;68.030;35.890;Ok
6263.330;343.690;6263.330;62.630;35.890;Ok
6353.330;347.880;6353.330;63.530;35.890;Ok
5960.000;346.570;5960.000;59.600;35.890;Ok
5630.000;343.690;5630.000;56.300;35.780;Ok
5523.330;339.490;5523.330;55.230;35.780;Ok
5676.670;340.250;5676.670;56.770;35.780;Ok
6370.000;343.500;6370.000;63.700;35.780;Ok
6146.670;339.490;6146.670;61.470;35.780;Ok
5423.330;343.690;5423.330;54.230;35.780;Ok
4993.330;344.150;4993.330;49.930;35.780;Ok
5483.330;336.580;5483.330;54.830;35.780;Ok
5786.670;343.710;5786.670;57.870;35.780;Ok
5383.330;347.880;5383.330;53.830;35.780;Ok
5726.670;343.690;5726.670;57.270;35.780;Ok
6360.000;343.500;6360.000;63.600;35.780;Ok
6613.330;339.490;6613.330;66.130;35.780;Ok
5766.670;335.170;5766.670;57.670;35.890;Ok
5396.670;339.490;5396.670;53.970;35.890;Ok
5570.000;339.490;5570.000;55.700;35.890;Ok
6093.330;335.300;6093.330;60.930;35.890;Ok
5923.330;346.360;5923.330;59.230;35.890;Ok
5973.330;335.300;5973.330;59.730;35.890;Ok
5900.000;335.300;5900.000;59.000;35.890;Ok
5916.670;333.090;5916.670;59.170;35.890;Ok
5770.000;331.100;5770.000;57.700;35.890;Ok
6076.670;331.100;6076.670;60.770;35.890;Ok
5746.670;335.300;5746.670;57.470;35.890;Ok
5570.000;339.450;5570.000;55.700;35.890;Ok
5830.000;339.490;5830.000;58.300;35.890;Ok
6010.000;335.660;6010.000;60.100;36.100;Ok
7196.670;339.490;7196.670;71.970;36.100;Ok
6500.000;335.280;6500.000;65.000;36.100;Ok
6160.000;322.820;6160.000;61.600;36.100;Ok
6976.670;342.760;6976.670;69.770;36.100;Ok
6966.670;331.100;6966.670;69.670;36.100;Ok
6720.000;331.100;6720.000;67.200;36.100;Ok
6110.000;336.790;6110.000;61.100;36.100;Ok
5773.330;339.490;5773.330;57.730;36.100;Ok
5406.670;331.100;5406.670;54.070;36.100;Ok
5810.000;335.300;5810.000;58.100;36.100;Ok
6210.000;335.170;6210.000;62.100;36.100;Ok
5963.330;332.010;5963.330;59.630;36.100;Ok
4973.330;322.720;4973.330;49.730;36.520;Ok
4243.330;335.300;4243.330;42.430;36.520;Ok
3923.330;335.300;3923.330;39.230;36.520;Ok
3793.330;335.300;3793.330;37.930;36.520;Ok
3726.670;339.490;3726.670;37.270;36.520;Ok
3683.330;336.600;3683.330;36.830;36.520;Ok
3670.000;335.300;3670.000;36.700;36.520;Ok
3703.330;335.300;3703.330;37.030;36.520;Ok
3790.000;331.860;3790.000;37.900;36.520;Ok
3760.000;343.500;3760.000;37.600;36.520;Ok
3803.330;339.490;3803.330;38.030;36.520;Ok
3850.000;339.490;3850.000;38.500;36.520;Ok
3923.330;339.010;3923.330;39.230;36.520;Ok
4090.000;335.300;4090.000;40.900;36.840;Ok
4916.670;343.690;4916.670;49.170;36.840;Ok
5143.330;340.420;5143.330;51.430;36.840;Ok
5020.000;335.300;5020.000;50.200;36.840;Ok
5173.330;335.300;5173.330;51.730;36.840;Ok
4890.000;343.670;4890.000;48.900;36.840;Ok
4450.000;339.600;4450.000;44.500;36.840;Ok
4380.000;339.490;4380.000;43.800;36.840;Ok
4543.330;339.490;4543.330;45.430;36.840;Ok
4380.000;335.300;4380.000;43.800;36.840;Ok
4420.000;346.360;4420.000;44.200;36.840;Ok
5383.330;343.690;5383.330;53.830;36.840;Ok
5990.000;335.300;5990.000;59.900;36.840;Ok
5110.000;333.300;5110.000;51.100;36.940;Ok
4946.670;343.690;4946.670;49.470;36.940;Ok
4126.670;343.690;4126.670;41.270;36.940;Ok
3950.000;339.490;3950.000;39.500;36.940;Ok
3756.670;339.450;3756.670;37.570;36.940;Ok
3600.000;347.880;3600.000;36.000;36.940;Ok
3513.330;339.110;3513.330;35.130;36.940;Ok
3443.330;343.690;3443.330;34.430;36.940;Ok
3403.330;343.690;3403.330;34.030;36.940;Ok
3393.330;339.600;3393.330;33.930;36.940;Ok
3406.670;340.400;3406.670;34.070;36.940;Ok
3430.000;343.690;3430.000;34.300;36.940;Ok
3473.330;343.690;3473.330;34.730;36.940;Ok
3546.670;345.180;3546.670;35.470;36.940;Ok
3630.000;347.880;3630.000;36.300;36.940;Ok
3760.000;343.690;3760.000;37.600;36.940;Ok
3886.670;347.880;3886.670;38.870;36.940;Ok
3956.670;347.880;3956.670;39.570;36.940;Ok
3986.670;348.790;3986.670;39.870;36.940;Ok
4000.000;352.080;4000.000;40.000;36.940;Ok
3973.330;347.880;3973.330;39.730;36.940;Ok
3886.670;347.880;3886.670;38.870;36.940;Ok
3806.670;347.880;3806.670;38.070;36.940;Ok
3733.330;343.690;3733.330;37.330;36.940;Ok
3673.330;346.550;3673.330;36.730;36.940;Ok
3613.330;347.880;3613.330;36.130;36.940;Ok
3556.670;347.880;3556.670;35.570;36.730;Ok
3496.670;351.300;3496.670;34.970;36.730;Ok
3453.330;351.890;3453.330;34.530;36.730;Ok
3446.670;347.880;3446.670;34.470;36.730;Ok
3453.330;347.880;3453.330;34.530;36.730;Ok
3483.330;347.400;3483.330;34.830;36.730;Ok
3536.670;343.690;3536.670;35.370;36.730;Ok
3613.330;347.880;3613.330;36.130;36.730;Ok
3663.330;347.880;3663.330;36.630;36.730;Ok
3676.670;347.880;3676.670;36.770;36.730;Ok
3666.670;352.080;3666.670;36.670;36.730;Ok
3660.000;349.860;3660.000;36.600;36.730;Ok
3663.330;347.880;3663.330;36.630;36.730;Ok
3630.000;347.880;3630.000;36.300;36.630;Ok
3560.000;347.880;3560.000;35.600;36.630;Ok
3483.330;343.690;3483.330;34.830;36.630;Ok
3406.670;345.180;3406.670;34.070;36.630;Ok
3326.670;347.880;3326.670;33.270;36.630;Ok
3253.330;347.880;3253.330;32.530;36.630;Ok
3183.330;350.070;3183.330;31.830;36.630;Ok
3120.000;352.080;3120.000;31.200;36.630;Ok
3083.330;347.880;3083.330;30.830;36.630;Ok
3040.000;347.880;3040.000;30.400;36.630;Ok
2996.670;347.840;2996.670;29.970;36.630;Ok
2953.330;343.690;2953.330;29.530;36.630;Ok
2903.330;347.500;2903.330;29.030;36.630;Ok
2856.670;347.880;2856.670;28.570;36.630;Ok
2816.670;347.880;2816.670;28.170;36.630;Ok
2783.330;351.950;2783.330;27.830;36.630;Ok
2743.330;351.150;2743.330;27.430;36.630;Ok
2726.670;347.880;2726.670;27.270;36.630;Ok
2690.000;347.880;2690.000;26.900;36.630;Ok
2666.670;346.360;2666.670;26.670;36.630;Ok
2636.670;343.690;2636.670;26.370;36.630;Ok
2600.000;344.150;2600.000;26.000;36.630;Ok
2570.000;347.880;2570.000;25.700;36.630;Ok
2550.000;347.880;2550.000;25.500;36.630;Ok
2526.670;348.790;2526.670;25.270;36.630;Ok
2506.670;352.080;2506.670;25.070;36.630;Ok
2506.670;347.880;2506.670;25.070;36.520;Ok
2500.000;347.880;2500.000;25.000;36.520;Ok
2500.000;347.880;2500.000;25.000;36.520;Ok
2503.330;343.690;2503.330;25.030;36.520;Ok
2503.330;346.570;2503.330;25.030;36.520;Ok
2506.670;347.880;2506.670;25.070;36.520;Ok
2513.330;347.880;2513.330;25.130;36.520;Ok
2523.330;351.300;2523.330;25.230;36.520;Ok
2526.670;351.890;2526.670;25.270;36.520;Ok
2543.330;347.880;2543.330;25.430;36.520;Ok
2560.000;347.880;2560.000;25.600;36.520;Ok
2566.670;347.400;2566.670;25.670;36.520;Ok
2576.670;343.690;2576.670;25.770;36.520;Ok
2590.000;347.880;2590.000;25.900;36.310;Ok
2603.330;352.080;2603.330;26.030;36.310;Ok
2623.330;351.300;2623.330;26.230;36.310;Ok
2646.670;351.890;2646.670;26.470;36.310;Ok
2680.000;347.880;2680.000;26.800;36.310;Ok
2716.670;351.950;2716.670;27.170;36.310;Ok
2760.000;352.080;2760.000;27.600;36.310;Ok
2806.670;352.080;2806.670;28.070;36.310;Ok
2830.000;356.270;2830.000;28.300;36.310;Ok
2873.330;354.770;2873.330;28.730;36.310;Ok
2900.000;352.080;2900.000;29.000;36.310;Ok
2920.000;352.050;2920.000;29.200;36.310;Ok
2933.330;349.860;2933.330;29.330;36.310;Ok
2943.330;347.880;2943.330;29.430;36.210;Ok
2940.000;352.080;2940.000;29.400;36.210;Ok
2923.330;352.080;2923.330;29.230;36.210;Ok
2913.330;352.100;2913.330;29.130;36.210;Ok
2906.670;353.570;2906.670;29.070;36.210;Ok
2916.670;343.690;2916.670;29.170;36.210;Ok
2940.000;347.880;2940.000;29.400;36.210;Ok
2960.000;352.080;2960.000;29.600;36.210;Ok
2996.670;352.080;2996.670;29.970;36.210;Ok
3040.000;347.880;3040.000;30.400;36.210;Ok
3076.670;351.300;3076.670;30.770;36.210;Ok
3120.000;352.080;3120.000;31.200;36.210;Ok
3170.000;347.880;3170.000;31.700;36.210;Ok
3220.000;344.040;3220.000;32.200;36.210;Ok
3270.000;344.150;3270.000;32.700;36.210;Ok
3313.330;352.080;3313.330;33.130;36.210;Ok
3356.670;347.880;3356.670;33.570;36.210;Ok
3393.330;351.150;3393.330;33.930;36.210;Ok
3430.000;352.080;3430.000;34.300;36.210;Ok
3483.330;347.880;3483.330;34.830;36.210;Ok
3526.670;347.880;3526.670;35.270;36.210;Ok
3570.000;347.880;3570.000;35.700;36.210;Ok
3596.670;343.690;3596.670;35.970;36.210;Ok
3616.670;346.570;3616.670;36.170;36.210;Ok
3646.670;347.880;3646.670;36.470;36.210;Ok
3670.000;347.880;3670.000;36.700;36.210;Ok
3690.000;351.320;3690.000;36.900;36.100;Ok
3693.330;351.890;3693.330;36.930;36.100;Ok
3690.000;352.080;3690.000;36.900;36.100;Ok
